seed N_Given status difficulty
3218 29 1 1
3219 26 4 0
3220 28 1 1
3221 31 1 1
3222 28 1 1
3223 29 1 3
3224 33 1 1
3225 27 1 1
3226 28 4 0
3227 20 4 0
3228 31 1 1
3229 27 4 0
3230 30 1 1
3231 33 1 1
3232 27 1 1
3233 29 1 1
3234 25 1 1
3235 32 1 1
3236 27 1 1
3237 24 1 3
3238 30 1 1
3239 29 1 1
3240 31 1 1
3241 31 1 1
3242 21 4 0
3243 26 4 0
3244 27 1 1
3245 25 1 7
3246 30 1 1
3247 27 1 1
3248 29 1 1
3249 30 1 1
3250 17 4 0
3251 27 4 0
3252 28 1 1
3253 27 1 1
3254 32 1 1
3255 29 1 1
3256 26 1 1
3257 24 4 0
3258 26 1 1
3259 29 1 1
3260 23 4 0
3261 20 4 0
3262 30 1 1
3263 26 4 0
3264 22 4 0
3265 30 1 2
3266 27 1 1
3267 26 1 1
3268 23 4 0
3269 27 1 2
3270 31 1 1
3271 26 1 1
3272 31 1 1
3273 22 4 0
3274 28 4 0
3275 29 1 1
3276 30 4 0
3277 17 4 0
3278 28 1 1
3279 32 1 3
3280 26 4 0
3281 30 1 1
3282 30 1 1
3283 31 4 0
3284 30 1 1
3285 27 4 0
3286 31 1 1
3287 30 1 1
3288 19 4 0
3289 27 1 1
3290 22 4 0
3291 22 4 0
3292 28 4 0
3293 29 1 1
3294 27 4 0
3295 28 1 1
3296 27 1 1
3297 26 4 0
3298 34 1 1
3299 31 1 1
3300 29 1 1
3301 27 1 1
3302 24 4 0
3303 29 1 2
3304 27 1 1
3305 30 1 1
3306 28 1 1
3307 21 4 0
3308 32 1 1
3309 29 4 0
3310 32 1 1
3311 30 1 1
3312 30 1 1
3313 31 1 1
3314 26 4 0
3315 30 1 1
3316 20 4 0
3317 28 4 0
3318 26 1 1
3319 30 4 0
3320 22 4 0
3321 30 1 1
3322 31 1 1
3323 30 1 1
3324 31 1 1
3325 17 4 0
3326 17 4 0
3327 29 1 1
3328 29 1 1
3329 17 4 0
3330 30 1 1
3331 30 1 1
3332 27 1 1
3333 27 1 2
3334 28 1 1
3335 29 1 1
3336 25 4 0
3337 21 4 0
3338 29 4 0
3339 27 4 0
3340 27 1 1
3341 30 1 1
3342 34 1 1
3343 30 1 1
3344 28 1 1
3345 19 4 0
3346 30 1 1
3347 26 1 2
3348 28 1 1
3349 25 4 0
3350 28 1 1
3351 29 1 1
3352 32 1 1
3353 22 4 0
3354 27 1 9
3355 28 1 1
3356 29 4 0
3357 30 1 1
3358 30 1 1
3359 29 1 1
3360 30 1 1
3361 28 1 1
3362 25 1 1
3363 24 1 1
3364 23 4 0
3365 22 4 0
3366 27 1 1
3367 26 1 1
3368 29 1 1
3369 26 4 0
3370 23 4 0
3371 27 1 1
3372 26 1 1
3373 20 4 0
3374 17 4 0
3375 26 4 0
3376 28 1 1
3377 25 1 1
3378 29 1 1
3379 26 1 1
3380 30 1 1
3381 26 4 0
3382 29 1 1
3383 27 1 1
3384 30 1 1
3385 27 1 1
3386 17 4 0
3387 29 1 1
3388 28 1 1
3389 24 4 0
3390 25 1 1
3391 28 1 1
3392 26 1 1
3393 31 1 1
3394 26 4 0
3395 30 1 1
3396 29 1 1
3397 17 4 0
3398 32 1 1
3399 27 1 1
3400 24 4 0
3401 17 4 0
3402 30 1 1
3403 28 1 1
3404 28 1 1
3405 27 1 1
3406 26 1 2
3407 33 1 1
3408 26 4 0
3409 26 1 1
3410 28 1 1
3411 33 1 1
3412 31 1 1
3413 27 1 1
3414 34 1 1
3415 29 1 1
3416 27 1 1
3417 31 1 1
3418 19 4 0
3419 33 1 1
3420 27 1 2
3421 25 1 1
3422 32 1 1
3423 29 1 1
3424 30 1 1
3425 17 4 0
3426 28 4 0
3427 30 1 1
3428 28 1 1
3429 26 1 1
3430 23 4 0
3431 28 1 1
3432 30 1 1
3433 27 4 0
3434 30 1 1
3435 30 1 1
3436 26 1 3
3437 35 1 1
3438 31 1 1
3439 30 1 1
3440 33 1 1
3441 32 1 1
3442 33 1 1
3443 28 1 1
3444 27 1 1
3445 27 1 1
3446 26 1 1
3447 28 1 1
3448 33 1 1
3449 17 4 0
3450 34 1 1
3451 17 4 0
3452 17 4 0
3453 29 1 1
3454 34 1 1
3455 24 1 1
3456 30 1 1
3457 29 4 0
3458 17 4 0
3459 31 1 1
3460 27 1 1
3461 28 1 1
3462 30 1 1
3463 28 1 1
3464 24 4 0
3465 26 4 0
3466 27 1 1
3467 22 4 0
3468 22 4 0
3469 25 4 0
3470 35 1 1
3471 28 1 1
3472 30 1 1
3473 28 1 1
3474 29 1 1
3475 30 1 1
3476 25 1 1
3477 28 1 1
3478 29 1 1
3479 17 4 0
3480 28 1 1
3481 31 1 1
3482 25 1 1
3483 31 1 2
3484 27 1 1
3485 30 1 1
3486 26 1 1
3487 29 1 1
3488 22 4 0
3489 29 1 1
3490 17 4 0
3491 27 1 1
3492 30 1 1
3493 34 1 1
3494 17 4 0
3495 28 1 1
3496 28 1 1
3497 26 4 0
3498 28 1 1
3499 22 4 0
3500 19 4 0
3501 30 1 1
3502 31 1 1
3503 29 1 1
3504 29 1 1
3505 31 1 1
3506 28 1 1
3507 28 1 1
3508 20 4 0
3509 27 1 1
3510 27 1 5
3511 26 1 1
3512 27 1 1
3513 24 1 1
3514 29 1 1
3515 26 4 0
3516 19 4 0
3517 28 1 1
3518 30 1 1
3519 25 1 1
3520 30 1 1
3521 31 1 1
3522 27 1 1
3523 29 1 1
3524 28 1 1
3525 26 1 1
3526 30 1 1
3527 30 1 1
3528 29 1 1
3529 28 4 0
3530 24 4 0
3531 17 4 0
3532 18 4 0
3533 29 1 1
3534 30 1 1
3535 30 1 1
3536 17 4 0
3537 23 4 0
3538 17 4 0
3539 29 1 1
3540 30 1 1
3541 26 1 1
3542 28 1 1
3543 26 1 1
3544 29 1 1
3545 24 4 0
3546 32 1 1
3547 28 1 1
3548 30 1 1
3549 32 1 1
3550 33 1 1
3551 28 4 0
3552 25 4 0
3553 28 1 1
3554 17 4 0
3555 17 4 0
3556 20 4 0
3557 17 4 0
3558 28 1 1
3559 17 4 0
3560 30 1 1
3561 28 1 1
3562 31 1 1
3563 28 1 1
3564 30 1 1
3565 31 1 1
3566 26 1 1
3567 33 1 1
3568 27 1 3
3569 24 4 0
3570 28 1 1
3571 17 4 0
3572 24 1 1
3573 27 1 1
3574 28 1 3
3575 30 1 1
3576 33 1 1
3577 30 1 1
3578 26 1 7
3579 21 4 0
3580 27 1 1
3581 31 1 1
3582 28 1 1
3583 29 1 1
3584 29 1 1
3585 30 4 0
3586 27 1 1
3587 28 1 1
3588 22 4 0
3589 17 4 0
3590 31 1 1
3591 26 1 2
3592 29 1 1
3593 32 1 1
3594 33 1 1
3595 25 4 0
3596 31 1 1
3597 29 1 3
3598 27 4 0
3599 28 1 1
3600 30 1 1
3601 31 1 1
3602 26 1 1
3603 30 1 1
3604 28 1 1
3605 17 4 0
3606 30 1 1
3607 29 1 1
3608 29 1 1
3609 28 1 1
3610 28 1 1
3611 25 4 0
3612 27 1 1
3613 26 1 1
3614 25 4 0
3615 28 1 1
3616 31 1 1
3617 30 1 1
3618 28 1 1
3619 32 1 1
3620 29 1 1
3621 26 4 0
3622 23 4 0
3623 29 1 1
3624 27 4 0
3625 33 1 1
3626 24 4 0
3627 25 1 1
3628 27 1 1
3629 17 4 0
3630 26 1 1
3631 26 4 0
3632 29 1 1
3633 26 1 1
3634 17 4 0
3635 30 1 3
3636 29 1 1
3637 29 1 1
3638 30 1 1
3639 31 1 1
3640 31 1 1
3641 25 4 0
3642 26 1 1
3643 26 4 0
3644 30 1 1
3645 33 1 1
3646 31 1 1
3647 32 1 1
3648 34 1 1
3649 24 4 0
3650 29 1 1
3651 26 4 0
3652 22 4 0
3653 25 1 1
3654 27 1 1
3655 19 4 0
3656 28 1 1
3657 28 4 0
3658 30 1 1
3659 27 4 0
3660 18 4 0
3661 27 1 1
3662 31 1 1
3663 30 1 1
3664 31 1 1
3665 27 1 3
3666 30 1 1
3667 29 1 1
3668 27 1 1
3669 29 1 1
3670 30 1 1
3671 22 4 0
3672 29 1 1
3673 26 1 1
3674 33 1 1
3675 30 4 0
3676 28 1 1
3677 26 1 2
3678 24 1 1
3679 27 1 1
3680 26 1 1
3681 25 1 1
3682 28 1 1
3683 23 4 0
3684 30 1 1
3685 21 4 0
3686 17 4 0
3687 30 1 1
3688 25 4 0
3689 28 1 1
3690 28 1 1
3691 31 1 1
3692 24 4 0
3693 29 1 1
3694 31 1 1
3695 28 1 1
3696 25 1 1
3697 32 1 1
3698 29 1 1
3699 28 1 1
3700 33 1 1
3701 29 1 1
3702 28 1 1
3703 30 1 1
3704 27 1 1
3705 31 1 1
3706 29 1 1
3707 28 1 1
3708 26 4 0
3709 24 4 0
3710 30 1 1
3711 27 1 1
3712 31 1 1
3713 27 1 1
3714 31 4 0
3715 25 4 0
3716 28 1 1
3717 28 1 1
3718 28 1 1
3719 31 1 1
3720 23 4 0
3721 22 4 0
3722 27 4 0
3723 31 1 1
3724 23 4 0
3725 29 1 1
3726 31 1 1
3727 29 1 1
3728 26 4 0
3729 25 4 0
3730 31 1 1
3731 27 4 0
3732 27 1 1
3733 17 4 0
3734 23 4 0
3735 29 1 1
3736 31 1 1
3737 28 1 1
3738 29 1 1
3739 29 1 1
3740 20 4 0
3741 29 1 1
3742 25 4 0
3743 33 1 1
3744 30 1 1
3745 27 4 0
3746 28 1 1
3747 21 4 0
3748 20 4 0
3749 30 1 1
3750 27 1 1
3751 31 1 1
3752 27 1 1
3753 24 4 0
3754 30 1 1
3755 27 1 1
3756 23 4 0
3757 32 1 1
3758 32 1 1
3759 22 4 0
3760 22 4 0
3761 32 1 1
3762 28 1 1
3763 28 1 3
3764 29 1 1
3765 29 1 1
3766 30 4 0
3767 33 1 1
3768 17 4 0
3769 30 1 1
3770 30 1 1
3771 30 1 1
3772 34 1 1
3773 28 4 0
3774 25 1 3
3775 27 4 0
3776 29 4 0
3777 26 1 5
3778 28 1 1
3779 26 4 0
3780 29 1 1
3781 27 1 1
3782 31 1 1
3783 21 4 0
3784 27 4 0
3785 32 1 1
3786 30 1 1
3787 27 4 0
3788 28 4 0
3789 27 4 0
3790 25 1 1
3791 28 1 1
3792 28 4 0
3793 18 4 0
3794 31 1 1
3795 27 1 1
3796 29 1 1
3797 18 4 0
3798 22 4 0
3799 32 1 1
3800 22 4 0
3801 30 1 1
3802 20 4 0
3803 30 1 1
3804 29 1 1
3805 26 4 0
3806 29 1 1
3807 27 1 1
3808 18 4 0
3809 34 1 1
3810 28 1 1
3811 24 1 1
3812 31 1 1
3813 29 1 1
3814 31 1 1
3815 28 1 1
3816 28 4 0
3817 33 1 1
3818 20 4 0
3819 29 1 1
3820 34 4 0
3821 28 1 3
3822 29 1 1
3823 28 1 1
3824 29 1 1
3825 31 1 1
3826 27 1 1
3827 34 1 1
3828 23 4 0
3829 27 1 1
3830 31 1 1
3831 28 1 1
3832 19 4 0
3833 30 1 3
3834 25 4 0
3835 30 1 1
3836 28 1 1
3837 27 1 1
3838 23 4 0
3839 30 1 1
3840 32 1 1
3841 29 1 1
3842 30 1 1
3843 28 1 1
3844 29 1 1
3845 25 1 1
3846 33 1 1
3847 29 1 1
3848 28 1 1
3849 30 1 1
3850 28 1 1
3851 24 4 0
3852 30 1 1
3853 26 1 1
3854 29 1 1
3855 28 1 1
3856 25 4 0
3857 29 1 1
3858 30 1 1
3859 30 1 1
3860 35 1 1
3861 29 1 1
3862 21 4 0
3863 29 1 1
3864 29 1 3
3865 34 1 1
3866 30 1 1
3867 29 1 1
3868 30 1 1
3869 28 1 1
3870 17 4 0
3871 30 1 1
3872 22 4 0
3873 26 1 1
3874 29 1 1
3875 28 1 1
3876 30 4 0
3877 27 1 1
3878 17 4 0
3879 28 1 1
3880 25 4 0
3881 27 1 1
3882 29 1 1
3883 26 1 1
3884 32 1 1
3885 17 4 0
3886 32 1 1
3887 17 4 0
3888 26 1 1
3889 28 1 1
3890 27 1 1
3891 24 4 0
3892 23 4 0
3893 17 4 0
3894 23 4 0
3895 31 1 1
3896 28 1 1
3897 29 1 1
3898 27 4 0
3899 25 4 0
3900 28 1 1
3901 28 1 1
3902 28 1 1
3903 32 1 1
3904 29 1 1
3905 28 1 1
3906 31 1 1
3907 30 1 3
3908 19 4 0
3909 29 1 1
3910 26 4 0
3911 20 4 0
3912 33 1 1
3913 29 1 1
3914 21 4 0
3915 25 4 0
3916 22 4 0
3917 25 1 1
3918 17 4 0
3919 31 1 1
3920 29 1 1
3921 26 4 0
3922 26 1 1
3923 29 1 1
3924 30 1 2
3925 31 1 3
3926 29 1 1
3927 29 1 1
3928 31 1 1
3929 17 4 0
3930 24 4 0
3931 28 1 1
3932 31 1 1
3933 26 4 0
3934 27 1 1
3935 17 4 0
3936 29 1 5
3937 27 1 1
3938 30 1 1
3939 27 4 0
3940 28 1 1
3941 23 1 2
3942 28 1 1
3943 29 1 1
3944 28 1 1
3945 27 1 1
3946 26 1 3
3947 32 1 1
3948 30 1 1
3949 28 1 1
3950 27 4 0
3951 26 4 0
3952 30 1 1
3953 27 1 1
3954 26 1 1
3955 22 4 0
3956 22 4 0
3957 28 1 1
3958 29 1 5
3959 17 4 0
3960 26 1 1
3961 30 1 1
3962 30 1 1
3963 29 1 1
3964 28 1 1
3965 17 4 0
3966 29 1 1
3967 29 1 1
3968 30 1 1
3969 30 1 1
3970 25 4 0
3971 36 1 1
3972 29 1 1
3973 29 4 0
3974 17 4 0
3975 24 4 0
3976 28 1 1
3977 29 1 1
3978 27 4 0
3979 28 4 0
3980 29 1 1
3981 27 4 0
3982 31 1 1
3983 28 1 1
3984 27 1 1
3985 27 1 1
3986 27 1 3
3987 32 4 0
3988 27 1 1
3989 26 1 3
3990 28 1 1
3991 25 4 0
3992 17 4 0
3993 27 1 1
3994 24 4 0
3995 28 1 1
3996 27 1 1
3997 29 1 1
3998 29 1 1
3999 32 1 1
4000 26 1 1
4001 31 1 1
4002 28 1 1
4003 26 4 0
4004 34 1 1
4005 30 1 1
4006 25 4 0
4007 17 4 0
4008 30 1 1
4009 17 4 0
4010 29 1 1
4011 26 1 1
4012 30 1 1
4013 27 1 1
4014 17 4 0
4015 31 1 1
4016 25 4 0
4017 28 1 1
4018 29 1 1
4019 23 4 0
4020 32 1 1
4021 17 4 0
4022 30 1 1
4023 28 1 1
4024 26 4 0
4025 33 1 1
4026 30 1 1
4027 30 1 1
4028 25 4 0
4029 21 4 0
4030 32 1 1
4031 33 1 1
4032 25 1 3
4033 17 4 0
4034 24 4 0
4035 27 1 1
4036 19 4 0
4037 33 1 1
4038 28 1 3
4039 25 1 1
4040 30 1 1
4041 27 1 1
4042 24 4 0
4043 32 1 1
4044 33 1 1
4045 23 4 0
4046 30 1 1
4047 32 1 1
4048 27 1 1
4049 29 1 1
4050 23 4 0
4051 30 1 1
4052 27 1 1
4053 28 1 1
4054 32 1 1
4055 31 1 1
4056 17 4 0
4057 20 4 0
4058 30 4 0
4059 27 1 1
4060 30 1 1
4061 27 1 1
4062 22 4 0
4063 26 1 1
4064 17 4 0
4065 27 4 0
4066 26 1 1
4067 32 1 1
4068 25 4 0
4069 31 1 1
4070 28 1 1
4071 28 1 1
4072 29 1 1
4073 30 1 1
4074 29 1 1
4075 32 1 1
4076 22 4 0
4077 32 1 1
4078 23 4 0
4079 22 4 0
4080 17 4 0
4081 27 4 0
4082 30 1 1
4083 28 1 5
4084 17 4 0
4085 17 4 0
4086 30 1 1
4087 29 1 1
4088 30 1 1
4089 25 1 1
4090 30 1 1
4091 32 1 1
4092 29 1 1
4093 30 1 1
4094 27 1 1
4095 29 1 1
4096 28 4 0
4097 26 1 1
4098 17 4 0
4099 30 1 1
4100 32 1 1
4101 31 1 1
4102 29 1 1
4103 17 4 0
4104 29 1 1
4105 28 1 1
4106 26 4 0
4107 26 1 1
4108 31 1 1
4109 33 1 1
4110 26 1 3
4111 28 1 1
4112 29 1 1
4113 21 4 0
4114 29 1 1
4115 31 1 1
4116 32 1 1
4117 32 1 1
4118 28 1 1
4119 28 1 1
4120 27 1 1
4121 27 1 1
4122 30 1 1
4123 26 4 0
4124 17 4 0
4125 31 1 1
4126 26 4 0
4127 32 1 1
4128 31 1 1
4129 30 1 1
4130 27 1 1
4131 28 1 1
4132 30 1 1
4133 28 4 0
4134 27 1 1
4135 17 4 0
4136 17 4 0
4137 30 1 1
4138 30 1 1
4139 28 1 1
4140 21 4 0
4141 29 1 1
4142 29 1 1
4143 27 4 0
4144 17 4 0
4145 28 4 0
4146 28 1 1
4147 31 1 1
4148 26 4 0
4149 27 1 1
4150 24 4 0
4151 29 1 1
4152 29 1 1
4153 28 1 5
4154 30 4 0
4155 20 4 0
4156 26 1 1
4157 24 4 0
4158 30 1 1
4159 26 4 0
4160 28 4 0
4161 26 1 11
4162 31 1 1
4163 26 4 0
4164 25 4 0
4165 28 1 1
4166 28 1 1
4167 30 1 1
4168 30 1 1
4169 27 1 1
4170 28 1 1
4171 30 1 1
4172 30 1 1
4173 25 1 1
4174 25 1 1
4175 28 1 1
4176 30 4 0
4177 28 4 0
4178 31 1 1
4179 18 4 0
4180 30 1 1
4181 19 4 0
4182 28 1 1
4183 29 1 1
4184 30 1 1
4185 30 1 1
4186 31 1 1
4187 17 4 0
4188 27 1 1
4189 30 1 1
4190 28 1 1
4191 29 1 1
4192 28 1 1
4193 29 1 1
4194 29 1 1
4195 33 1 1
4196 29 1 3
4197 24 4 0
4198 29 1 1
4199 28 1 1
4200 30 1 1
4201 29 1 1
4202 30 4 0
4203 30 1 1
4204 17 4 0
4205 28 1 1
4206 22 4 0
4207 29 1 1
4208 29 1 1
4209 32 1 1
4210 27 1 1
4211 17 4 0
4212 28 1 1
4213 18 4 0
4214 19 4 0
4215 29 1 1
4216 17 4 0
4217 17 4 0
4218 27 1 1
4219 30 1 1
4220 27 1 1
4221 26 1 1
4222 31 1 1
4223 17 4 0
4224 27 1 1
4225 27 1 1
4226 28 1 1
4227 30 1 1
4228 26 1 5
4229 25 1 1
4230 26 1 1
4231 29 1 1
4232 25 4 0
4233 30 1 1
4234 23 4 0
4235 23 4 0
4236 25 4 0
4237 27 1 1
4238 17 4 0
4239 28 1 1
4240 28 1 1
4241 18 4 0
4242 29 1 1
4243 17 4 0
4244 30 1 1
4245 28 4 0
4246 31 1 1
4247 29 1 1
4248 23 4 0
4249 27 1 1
4250 21 4 0
4251 17 4 0
4252 31 1 1
4253 29 1 1
4254 27 1 1
4255 29 1 1
4256 26 1 1
4257 26 4 0
4258 29 1 1
4259 29 1 1
4260 25 4 0
4261 27 1 1
4262 30 1 1
4263 29 1 1
4264 27 1 1
4265 28 4 0
4266 31 1 1
4267 27 1 1
4268 25 4 0
4269 17 4 0
4270 30 1 1
4271 28 1 1
4272 25 4 0
4273 27 1 1
4274 33 1 1
4275 31 1 1
4276 29 1 1
4277 29 1 3
4278 27 1 1
4279 29 1 1
4280 32 1 1
4281 27 4 0
4282 20 4 0
4283 31 1 1
4284 24 4 0
4285 28 1 1
4286 30 1 1
4287 32 1 1
4288 31 4 0
4289 29 1 1
4290 22 4 0
4291 29 1 1
4292 28 1 1
4293 27 1 1
4294 30 1 1
4295 17 4 0
4296 29 1 1
4297 28 1 1
4298 28 1 1
4299 28 1 1
4300 31 1 1
4301 24 4 0
4302 31 1 1
4303 28 1 1
4304 29 1 1
4305 22 4 0
4306 28 1 1
4307 31 1 1
4308 29 4 0
4309 27 4 0
4310 27 4 0
4311 17 4 0
4312 26 1 1
4313 27 1 1
4314 17 4 0
4315 24 4 0
4316 17 4 0
4317 29 1 1
4318 29 1 1
4319 28 4 0
4320 30 1 1
4321 22 4 0
4322 29 1 1
4323 33 1 1
4324 25 4 0
4325 31 1 1
4326 21 4 0
4327 17 4 0
4328 30 1 1
4329 19 4 0
4330 32 1 1
4331 28 1 1
4332 28 1 1
4333 27 1 1
4334 23 4 0
4335 20 4 0
4336 21 4 0
4337 28 1 1
4338 29 1 1
4339 20 4 0
4340 31 1 1
4341 30 1 3
4342 25 1 1
4343 30 1 1
4344 26 1 1
4345 28 1 5
4346 17 4 0
4347 30 1 1
4348 32 1 1
4349 30 1 1
4350 27 1 1
4351 29 1 2
4352 23 4 0
4353 32 1 1
4354 30 1 1
4355 29 1 1
4356 31 1 1
4357 28 1 1
4358 31 1 1
4359 26 1 1
4360 24 4 0
4361 31 1 1
4362 31 1 1
4363 28 1 1
4364 28 1 1
4365 27 4 0
4366 26 1 1
4367 31 1 1
4368 26 4 0
4369 19 4 0
4370 31 1 1
4371 34 1 1
4372 24 1 2
4373 31 1 1
4374 30 1 1
4375 31 1 1
4376 17 4 0
4377 31 1 1
4378 28 4 0
4379 19 4 0
4380 34 1 1
4381 28 1 3
4382 21 4 0
4383 30 1 1
4384 28 1 1
4385 20 4 0
4386 26 4 0
4387 28 4 0
4388 29 1 1
4389 31 1 1
4390 27 1 1
4391 33 1 1
4392 30 1 1
4393 28 1 1
4394 17 4 0
4395 27 1 3
4396 28 1 1
4397 29 1 1
4398 17 4 0
4399 31 1 1
4400 29 1 1
4401 19 4 0
4402 28 1 1
4403 28 1 1
4404 30 1 3
4405 29 1 1
4406 27 4 0
4407 30 1 1
4408 24 4 0
4409 25 1 1
4410 30 1 1
4411 29 1 1
4412 29 1 1
4413 28 1 1
4414 34 1 1
4415 33 1 1
4416 22 4 0
4417 26 4 0
4418 24 4 0
4419 29 1 1
4420 25 1 1
4421 29 1 1
4422 17 4 0
4423 27 4 0
4424 30 1 1
4425 26 1 3
4426 30 1 3
4427 30 1 1
4428 31 1 1
4429 28 1 1
4430 31 1 1
4431 22 4 0
4432 29 1 1
4433 29 1 1
4434 29 1 1
4435 28 1 1
4436 28 1 1
4437 26 1 7
4438 30 4 0
4439 27 1 1
4440 32 1 1
4441 22 4 0
4442 25 1 11
4443 28 1 1
4444 26 1 1
4445 29 1 1
4446 17 4 0
4447 33 1 1
4448 19 4 0
4449 17 4 0
4450 25 4 0
4451 24 4 0
4452 26 1 1
4453 30 1 1
4454 30 1 1
4455 24 4 0
4456 28 1 1
4457 32 1 1
4458 27 1 1
4459 21 4 0
4460 28 1 1
4461 28 1 1
4462 25 1 1
4463 22 4 0
4464 28 1 1
4465 17 4 0
4466 26 1 1
4467 30 1 1
4468 20 4 0
4469 28 1 1
4470 31 1 1
4471 27 1 3
4472 17 4 0
4473 27 1 1
4474 30 1 1
4475 28 1 1
4476 29 1 1
4477 25 4 0
4478 28 1 1
4479 31 1 1
4480 26 1 2
4481 32 1 1
4482 29 1 1
4483 30 1 1
4484 28 1 1
4485 31 1 1
4486 27 1 1
4487 28 1 1
4488 28 1 1
4489 29 1 1
4490 28 1 1
4491 29 1 1
4492 30 1 1
4493 27 1 1
4494 27 4 0
4495 30 1 1
4496 17 4 0
4497 31 1 1
4498 28 1 1
4499 33 1 1
4500 28 1 1
4501 27 1 3
4502 29 1 1
4503 26 4 0
4504 31 1 1
4505 30 1 1
4506 32 1 1
4507 17 4 0
4508 33 1 1
4509 24 1 11
4510 28 1 1
4511 27 1 1
4512 29 1 1
4513 32 1 1
4514 28 1 1
4515 28 4 0
4516 30 1 1
4517 29 1 1
4518 26 1 1
4519 33 1 1
4520 29 1 1
4521 22 4 0
4522 30 1 1
4523 29 4 0
4524 30 1 1
4525 28 1 1
4526 25 1 1
4527 27 1 1
4528 30 1 1
4529 29 1 1
4530 22 4 0
4531 33 1 1
4532 29 1 1
4533 30 1 1
4534 26 4 0
4535 30 1 1
4536 26 1 1
4537 29 1 1
4538 26 1 1
4539 23 4 0
4540 32 1 1
4541 30 1 1
4542 25 4 0
4543 17 4 0
4544 30 1 1
4545 28 1 1
4546 28 1 1
4547 27 1 1
4548 31 1 1
4549 27 1 1
4550 29 1 1
4551 29 1 1
4552 32 1 1
4553 35 1 1
4554 27 1 1
4555 31 1 1
4556 28 1 1
4557 25 1 1
4558 26 4 0
4559 25 1 3
4560 31 1 1
4561 27 1 1
4562 26 1 1
4563 29 1 2
4564 32 1 1
4565 27 4 0
4566 24 4 0
4567 25 4 0
4568 27 4 0
4569 30 1 1
4570 27 1 1
4571 25 1 2
4572 30 1 1
4573 28 1 1
4574 22 4 0
4575 29 1 1
4576 28 1 1
4577 19 4 0
4578 32 4 0
4579 28 4 0
4580 31 1 1
4581 28 1 1
4582 27 4 0
4583 28 1 1
4584 29 1 3
4585 30 1 1
4586 17 4 0
4587 26 1 1
4588 28 1 1
4589 19 4 0
4590 30 1 1
4591 26 1 1
4592 27 1 1
4593 28 1 1
4594 29 1 1
4595 31 1 1
4596 28 1 1
4597 28 1 1
4598 17 4 0
4599 17 4 0
4600 29 1 1
4601 24 4 0
4602 17 4 0
4603 17 4 0
4604 24 4 0
4605 30 1 1
4606 27 4 0
4607 26 1 1
4608 27 4 0
4609 30 1 1
4610 27 1 3
4611 28 1 1
4612 30 1 1
4613 31 1 1
4614 28 1 7
4615 24 4 0
4616 20 4 0
4617 17 4 0
4618 27 4 0
4619 29 1 1
4620 30 1 1
4621 29 1 1
4622 32 1 1
4623 31 1 1
4624 32 1 1
4625 30 1 1
4626 27 1 1
4627 17 4 0
4628 30 1 1
4629 29 1 1
4630 17 4 0
4631 29 4 0
4632 17 4 0
4633 33 1 1
4634 28 1 1
4635 29 1 1
4636 33 1 1
4637 27 1 1
4638 30 1 1
4639 30 1 1
4640 25 1 1
4641 23 4 0
4642 30 1 1
4643 28 1 1
4644 27 1 1
4645 27 4 0
4646 17 4 0
4647 32 1 1
4648 26 4 0
4649 30 1 1
4650 25 4 0
4651 29 1 1
4652 29 1 1
4653 33 1 1
4654 25 1 1
4655 28 1 1
4656 29 1 1
4657 31 1 1
4658 30 1 1
4659 25 4 0
4660 25 1 1
4661 32 1 1
4662 29 1 1
4663 25 4 0
4664 23 4 0
4665 24 4 0
4666 27 4 0
4667 17 4 0
4668 30 1 1
4669 31 1 1
4670 28 1 1
4671 29 1 1
4672 28 1 1
4673 27 1 1
4674 31 4 0
4675 26 4 0
4676 33 1 1
4677 31 1 1
4678 29 1 1
4679 23 4 0
4680 25 4 0
4681 27 4 0
4682 28 1 1
4683 21 4 0
4684 28 1 1
4685 27 4 0
4686 29 1 1
4687 29 1 1
4688 36 1 1
4689 30 1 1
4690 33 1 1
4691 28 1 1
4692 28 1 1
4693 28 1 1
4694 30 4 0
4695 27 1 1
4696 27 1 1
4697 33 1 1
4698 31 1 1
4699 28 1 1
4700 24 4 0
4701 24 4 0
4702 27 4 0
4703 22 4 0
4704 17 4 0
4705 27 1 1
4706 27 1 1
4707 21 4 0
4708 29 1 1
4709 34 4 0
4710 31 1 1
4711 30 1 1
4712 30 1 1
4713 27 1 3
4714 33 1 1
4715 33 1 1
4716 30 1 1
4717 28 1 1
4718 24 4 0
4719 30 1 1
4720 33 1 1
4721 26 4 0
4722 26 1 1
4723 28 1 1
4724 28 1 1
4725 33 1 1
4726 29 1 1
4727 28 1 3
4728 30 1 1
4729 17 4 0
4730 31 1 1
4731 31 1 1
4732 31 1 1
4733 29 1 1
4734 36 1 1
4735 28 1 1
4736 30 1 1
4737 26 4 0
4738 30 1 1
4739 28 1 1
4740 28 4 0
4741 28 1 1
4742 27 4 0
4743 17 4 0
4744 29 1 1
4745 23 4 0
4746 28 1 1
4747 27 1 1
4748 22 4 0
4749 30 1 1
4750 29 1 1
4751 29 1 1
4752 30 1 1
4753 29 1 1
4754 27 1 1
4755 22 4 0
4756 26 1 3
4757 22 4 0
4758 28 1 1
4759 28 1 1
4760 28 1 1
4761 30 1 1
4762 33 1 1
4763 27 1 1
4764 27 1 1
4765 29 1 1
4766 20 4 0
4767 31 1 1
4768 28 1 1
4769 32 1 1
4770 32 1 1
4771 30 1 2
